label,full_r10,full_mrr10,complex_r10,complex_mrr10,abbrev_r10,abbrev_mrr10
pre_ft_baseline,0.32456140350877194,0.202958089668616,0.345679012345679,0.23303775556861975,,
post_ft_baseline,0.37894736842105264,0.25544834307992204,0.3950617283950617,0.2961280945848847,,
post_ft_multistep_best,0.37894736842105264,0.2555945419103314,0.3950617283950617,0.2964710301130054,,
post_ft_baseline_calc_best,0.37894736842105264,0.25544834307992204,0.3950617283950617,0.2961280945848847,,
post_ft_multistep_calc_best,0.37894736842105264,0.2555945419103314,0.3950617283950617,0.2964710301130054,,
post_ft_multistep_T1_calc_best,0.37894736842105264,0.25544834307992204,0.3950617283950617,0.2961280945848847,,
